"kind","source","destination","status","note"
"tracked_addition","docs\experiment_reports\t2_rtw_2026-06-21.md","docs\experiment_reports\claude_temporal\t2_rtw_2026-06-21.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\fig_mssa_construction.png","docs\figures\claude_temporal\fig_mssa_construction.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\fig_velocity_acceleration.png","docs\figures\claude_temporal\fig_velocity_acceleration.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\make_schematics.py","docs\figures\claude_temporal\make_schematics.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\result_fig_dynamics_auc.png","docs\figures\claude_temporal\result_fig_dynamics_auc.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\result_fig_multiband_auc.png","docs\figures\claude_temporal\result_fig_multiband_auc.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\result_fig_noise_sweep.png","docs\figures\claude_temporal\result_fig_noise_sweep.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\result_real_gate0.png","docs\figures\claude_temporal\result_real_gate0.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\figures\result_real_recovery.png","docs\figures\claude_temporal\result_real_recovery.png","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\kb\02_temporal_sequence_warping_ssa.md","docs\kb\claude_temporal\02_temporal_sequence_warping_ssa.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\kb\03_remote_sensing_cd_and_hsi.md","docs\kb\claude_temporal\03_remote_sensing_cd_and_hsi.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\METHOD.md","docs\research\claude_temporal\METHOD.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\RESEARCH_AGENDA.md","docs\research\claude_temporal\RESEARCH_AGENDA.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\RESEARCH_APPROACHES_RANKED.md","docs\research\claude_temporal\RESEARCH_APPROACHES_RANKED.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\RESEARCH_DIRECTIONS_TOP10.md","docs\research\claude_temporal\RESEARCH_DIRECTIONS_TOP10.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\research\bet1_design.md","docs\research\claude_temporal\bet1_design.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\research\bet2_design.md","docs\research\claude_temporal\bet2_design.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\research\seminar_ranked_problems.md","docs\research\claude_temporal\seminar_ranked_problems.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\research\SUPREME_AUDIT_TABLE.md","docs\research\claude_temporal\SUPREME_AUDIT_TABLE.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","docs\SUBSPACE_CONSTRUCTION_LEDGER.md","docs\research\claude_temporal\SUBSPACE_CONSTRUCTION_LEDGER.md","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","only_research_bookmarks.html","docs\source_records\bookmarks\only_research_bookmarks_claude.html","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","scripts\auto_resume.ps1","scripts\claude_temporal\auto_resume.ps1","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","STATUS.md","docs\source_records\claude_temporal\STATUS.md","already_present_identical","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\__init__.py","temporal\__init__.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\configs\L2_preregistered.json","temporal\configs\L2_preregistered.json","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\configs\L2b_recovery_preregistered.json","temporal\configs\L2b_recovery_preregistered.json","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\configs\L3_irrigation_preregistered.json","temporal\configs\L3_irrigation_preregistered.json","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\dynamics.py","temporal\dynamics.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\attribution_test.py","temporal\experiments\attribution_test.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\bet1_e1_crux_sweep.py","temporal\experiments\bet1_e1_crux_sweep.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\bet1_e2_registration.py","temporal\experiments\bet1_e2_registration.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\bet2_g1_trajectory.py","temporal\experiments\bet2_g1_trajectory.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\dynamics_gate.py","temporal\experiments\dynamics_gate.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hb1_trajectory.py","temporal\experiments\hb1_trajectory.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hb1b_structure.py","temporal\experiments\hb1b_structure.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hb1b_verify.py","temporal\experiments\hb1b_verify.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hc_deep_subspace.py","temporal\experiments\hc_deep_subspace.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hermiston_bitemporal.py","temporal\experiments\hermiston_bitemporal.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hermiston_orientation_validate.py","temporal\experiments\hermiston_orientation_validate.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hsi_dimensionality.py","temporal\experiments\hsi_dimensionality.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hsi_hard_nuisance.py","temporal\experiments\hsi_hard_nuisance.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\hsi_nuisance_invariance.py","temporal\experiments\hsi_nuisance_invariance.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\irrigation_sfa.py","temporal\experiments\irrigation_sfa.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\kernel_ds_test.py","temporal\experiments\kernel_ds_test.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\material_subspace_cd.py","temporal\experiments\material_subspace_cd.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\multiband_gate.py","temporal\experiments\multiband_gate.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\orientation_factorization.py","temporal\experiments\orientation_factorization.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_construction_robustness.py","temporal\experiments\probe_construction_robustness.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_fair_baselines.py","temporal\experiments\probe_fair_baselines.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_fair_stress.py","temporal\experiments\probe_fair_stress.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_hard_realism.py","temporal\experiments\probe_hard_realism.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_mb_construction.py","temporal\experiments\probe_mb_construction.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_mbprobe_angles.py","temporal\experiments\probe_mbprobe_angles.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_mechanism.py","temporal\experiments\probe_mechanism.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_rank1_equivalence.py","temporal\experiments\probe_rank1_equivalence.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\probe_spectral_scalars.py","temporal\experiments\probe_spectral_scalars.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\real_gate0.py","temporal\experiments\real_gate0.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\real_irrigation.py","temporal\experiments\real_irrigation.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\real_recovery.py","temporal\experiments\real_recovery.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\small_sample_subspace_cd.py","temporal\experiments\small_sample_subspace_cd.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\ssds_l0.py","temporal\experiments\ssds_l0.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\ssds_longseries.py","temporal\experiments\ssds_longseries.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\ssds_natural.py","temporal\experiments\ssds_natural.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\ssds_phenology.py","temporal\experiments\ssds_phenology.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\ssds_s2_tenerife.py","temporal\experiments\ssds_s2_tenerife.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\ssds_validate.py","temporal\experiments\ssds_validate.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\synth_injection.py","temporal\experiments\synth_injection.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\t1_changetype.py","temporal\experiments\t1_changetype.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\experiments\t2_rtw.py","temporal\experiments\t2_rtw.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\gee_fetch.py","temporal\gee_fetch.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\hsi_spectral_ds.py","temporal\hsi_spectral_ds.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\signal_subspace_ds.py","temporal\signal_subspace_ds.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\slowfeature.py","temporal\slowfeature.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\subspace.py","temporal\subspace.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\synth_dynamics.py","temporal\synth_dynamics.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\synth_multiband.py","temporal\synth_multiband.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","temporal\synth.py","temporal\synth.py","copied","Claude-only tracked file copied into organized main path."
"tracked_addition","tests\test_temporal_ds.py","tests\test_temporal_ds.py","copied","Claude-only tracked file copied into organized main path."
"tracked_overlap_version",".gitignore","docs\source_records\claude_temporal\overlap_versions\.gitignore","already_present_identical","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","AGENTS.md","docs\source_records\claude_temporal\overlap_versions\AGENTS.md","already_present_identical","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\CD_TAXONOMY.md","docs\source_records\claude_temporal\overlap_versions\docs\CD_TAXONOMY.md","already_present_identical","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\experiment_reports\oscd_spatial_ds_baseline_pressure_2026-06-18.md","docs\source_records\claude_temporal\overlap_versions\docs\experiment_reports\oscd_spatial_ds_baseline_pressure_2026-06-18.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\kb\01_core_subspace_geometry.md","docs\source_records\claude_temporal\overlap_versions\docs\kb\01_core_subspace_geometry.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\kb\README.md","docs\source_records\claude_temporal\overlap_versions\docs\kb\README.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\PROJECT_BRIEF.md","docs\source_records\claude_temporal\overlap_versions\docs\PROJECT_BRIEF.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\README.md","docs\source_records\claude_temporal\overlap_versions\docs\README.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\research\challenges_ranked.md","docs\source_records\claude_temporal\overlap_versions\docs\research\challenges_ranked.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\research\closest_methods_novelty.md","docs\source_records\claude_temporal\overlap_versions\docs\research\closest_methods_novelty.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\research\synthesis_specific_tasks.md","docs\source_records\claude_temporal\overlap_versions\docs\research\synthesis_specific_tasks.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\RUNBOOK.md","docs\source_records\claude_temporal\overlap_versions\docs\RUNBOOK.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\SECOND_OPINION_RESEARCH_CONTEXT.md","docs\source_records\claude_temporal\overlap_versions\docs\SECOND_OPINION_RESEARCH_CONTEXT.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\source_records\final_organization_2026-06-12\apple_notes.md","docs\source_records\claude_temporal\overlap_versions\docs\source_records\final_organization_2026-06-12\apple_notes.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","docs\source_records\final_organization_2026-06-12\slack_notes_to_myself.md","docs\source_records\claude_temporal\overlap_versions\docs\source_records\final_organization_2026-06-12\slack_notes_to_myself.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\experiments.md","docs\source_records\claude_temporal\overlap_versions\notes\experiments.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\feedback.md","docs\source_records\claude_temporal\overlap_versions\notes\feedback.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\literature.md","docs\source_records\claude_temporal\overlap_versions\notes\literature.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\methods.md","docs\source_records\claude_temporal\overlap_versions\notes\methods.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\my_notes.md","docs\source_records\claude_temporal\overlap_versions\notes\my_notes.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\reference_bookmarks.md","docs\source_records\claude_temporal\overlap_versions\notes\reference_bookmarks.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","notes\research_paper_plan.md","docs\source_records\claude_temporal\overlap_versions\notes\research_paper_plan.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\baselines\ir_mad.py","docs\source_records\claude_temporal\overlap_versions\phase1\baselines\ir_mad.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\configs\multisenge_temporal_geodesic.yaml","docs\source_records\claude_temporal\overlap_versions\phase1\configs\multisenge_temporal_geodesic.yaml","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\configs\oscd_default.yaml","docs\source_records\claude_temporal\overlap_versions\phase1\configs\oscd_default.yaml","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\ds\ds_scores.py","docs\source_records\claude_temporal\overlap_versions\phase1\ds\ds_scores.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\ds\pca_utils.py","docs\source_records\claude_temporal\overlap_versions\phase1\ds\pca_utils.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\eval\run_multisenge_temporal_geodesic.py","docs\source_records\claude_temporal\overlap_versions\phase1\eval\run_multisenge_temporal_geodesic.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\eval\run_oscd_eval.py","docs\source_records\claude_temporal\overlap_versions\phase1\eval\run_oscd_eval.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\eval\visualize_oscd_examples.py","docs\source_records\claude_temporal\overlap_versions\phase1\eval\visualize_oscd_examples.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\requirements.txt","docs\source_records\claude_temporal\overlap_versions\phase1\requirements.txt","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\scripts\build_multisenge_manifest.py","docs\source_records\claude_temporal\overlap_versions\phase1\scripts\build_multisenge_manifest.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\scripts\compare_oscd_spatial_subspaces.py","docs\source_records\claude_temporal\overlap_versions\phase1\scripts\compare_oscd_spatial_subspaces.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\scripts\sweep_oscd_spatial_subspaces.py","docs\source_records\claude_temporal\overlap_versions\phase1\scripts\sweep_oscd_spatial_subspaces.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\subspace\geodesic.py","docs\source_records\claude_temporal\overlap_versions\phase1\subspace\geodesic.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","phase1\subspace\second_order_ds.py","docs\source_records\claude_temporal\overlap_versions\phase1\subspace\second_order_ds.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","project_cli.py","docs\source_records\claude_temporal\overlap_versions\project_cli.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","README.md","docs\source_records\claude_temporal\overlap_versions\README.md","already_present_identical","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","references\reference_papers\REFERENCE_RESOURCE_INDEX.md","docs\source_records\claude_temporal\overlap_versions\references\reference_papers\REFERENCE_RESOURCE_INDEX.md","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_overlap_version","tests\test_difference_subspace.py","docs\source_records\claude_temporal\overlap_versions\tests\test_difference_subspace.py","copied","Claude modified a file that also exists on main; preserved Claude version without overwriting main."
"tracked_rename_new_path","phase1\experiments\__init__.py -> temporal\experiments\__init__.py","temporal\experiments\__init__.py","copied","Claude rename preserved as copied new path; original main path kept."
